u,v,l1,l2
35,469,1,5
35,470,1,9
35,471,1,8
35,477,1,5
35,478,1,0
35,479,1,9
35,481,1,0
35,483,1,9
35,484,1,1
35,485,1,0
35,487,1,0
35,491,1,4
35,493,1,8
35,494,1,9
35,495,1,9
35,497,1,7
35,508,1,9
35,509,1,8
35,510,1,7
35,511,1,5
35,512,1,5
35,513,1,6
35,514,1,3
35,515,1,7
35,516,1,2
35,519,1,8
35,520,1,8
35,521,1,8
35,523,1,0
35,525,1,0
35,529,1,9
35,531,1,3
35,535,1,9
35,536,1,1
35,537,1,9
35,538,1,7
35,539,1,4
35,540,1,8
35,541,1,9
35,543,1,5
35,548,1,6
35,549,1,4
36,37,3,2
36,39,3,8
36,40,3,0
36,44,3,8
36,46,3,7
36,47,3,7
36,51,3,9
36,52,3,7
36,54,3,9
36,56,3,4
36,58,3,7
36,59,3,6
36,62,3,1
36,67,3,1
36,68,3,8
36,69,3,9
36,70,3,2
36,71,3,7
36,72,3,4
36,73,3,8
36,74,3,3
36,77,3,8
36,78,3,2
36,79,3,2
36,81,3,4
36,82,3,5
36,83,3,8
36,84,3,5
36,86,3,4
36,87,3,7
36,88,3,8
36,89,3,6
36,91,3,2
36,93,3,5
36,94,3,9
36,97,3,8
36,99,3,3
36,100,3,0
36,102,3,7
36,105,3,5
36,106,3,9
36,108,3,4
36,109,3,7
36,110,3,4
36,111,3,3
36,114,3,0
36,115,3,2
36,117,3,5
36,119,3,1
36,120,3,8
36,121,3,9
36,122,3,4
36,123,3,8
36,124,3,2
36,125,3,5
36,126,3,6
36,129,3,5
36,130,3,6
36,131,3,5
36,133,3,5
36,139,3,5
36,140,3,4
36,143,3,0
36,144,3,8
36,145,3,6
36,146,3,5
36,147,3,0
36,151,3,0
36,154,3,2
36,155,3,1
36,157,3,0
36,158,3,3
36,159,3,2
36,162,3,3
36,167,3,8
36,170,3,1
36,171,3,8
36,173,3,6
36,174,3,6
36,176,3,0
36,177,3,0
36,179,3,8
36,180,3,2
36,181,3,8
36,184,3,1
36,186,3,6
36,189,3,0
36,190,3,0
36,191,3,4
36,192,3,9
36,193,3,5
36,195,3,5
36,197,3,1
36,199,3,6
36,201,3,0
36,202,3,9
36,204,3,6
36,206,3,1
36,207,3,4
36,208,3,0
36,209,3,3
36,213,3,9
36,214,3,9
36,217,3,9
36,218,3,7
36,219,3,4
36,220,3,6
36,222,3,0
36,226,3,8
36,227,3,8
36,228,3,4
36,230,3,3
36,231,3,3
36,232,3,2
36,233,3,2
36,239,3,8
36,242,3,2
36,243,3,4
36,244,3,7
36,245,3,8
36,246,3,1
36,247,3,9
36,248,3,7
36,250,3,2
36,251,3,1
36,252,3,7
36,254,3,3
36,255,3,8
36,256,3,4
36,258,3,4
36,259,3,9
36,260,3,1
36,262,3,5
36,264,3,7
36,265,3,7
36,267,3,1
36,268,3,6
36,269,3,7
36,270,3,0
36,271,3,6
36,272,3,4
36,273,3,6
36,274,3,3
36,276,3,3
36,277,3,7
36,278,3,9
36,279,3,9
36,280,3,9
36,284,3,7
36,285,3,3
36,287,3,9
36,290,3,5
36,294,3,0
36,295,3,4
36,299,3,1
36,304,3,1
36,305,3,3
36,307,3,3
36,312,3,2
36,313,3,3
36,314,3,8
36,315,3,1
36,316,3,2
36,320,3,4
36,322,3,4
36,323,3,3
36,324,3,1
36,327,3,2
36,328,3,3
36,330,3,0
36,333,3,4
36,334,3,9
36,335,3,4
36,338,3,2
36,340,3,5
36,341,3,2
36,343,3,8
36,344,3,6
36,345,3,4
36,346,3,7
36,347,3,8
36,348,3,8
36,349,3,8
36,352,3,6
36,356,3,5
36,357,3,1
36,358,3,8
36,359,3,3
36,360,3,1
36,365,3,7
36,366,3,3
36,367,3,5
36,370,3,0
36,374,3,8
36,376,3,9
36,377,3,1
36,378,3,5
36,379,3,3
36,380,3,4
36,381,3,4
36,382,3,1
36,383,3,0
36,386,3,0
36,387,3,6
36,389,3,1
36,391,3,6
36,392,3,3
36,393,3,9
36,394,3,2
36,398,3,5
36,399,3,9
36,405,3,9
36,406,3,9
36,409,3,3
36,410,3,0
36,411,3,8
36,412,3,0
36,413,3,7
36,414,3,8
36,415,3,9
36,416,3,6
36,418,3,4
36,419,3,9
36,420,3,6
36,423,3,0
36,425,3,4
36,428,3,3
36,429,3,1
36,430,3,1
36,432,3,0
36,433,3,7
36,434,3,0
36,435,3,6
36,436,3,0
36,438,3,2
36,443,3,3
36,446,3,4
36,447,3,7
36,448,3,8
36,449,3,2
36,452,3,6
36,454,3,0
36,456,3,8
36,457,3,4
36,458,3,4
36,461,3,7
36,463,3,5
36,464,3,0
36,465,3,3
36,467,3,4
36,468,3,3
36,469,3,5
36,470,3,9
36,474,3,6
36,475,3,1
36,477,3,5
36,479,3,9
36,482,3,5
36,483,3,9
36,485,3,0
36,486,3,2
36,487,3,0
36,491,3,4
36,494,3,9
36,496,3,2
36,498,3,1
36,503,3,4
36,504,3,9
36,506,3,7
36,507,3,0
36,508,3,9
36,509,3,8
36,510,3,7
36,511,3,5
36,512,3,5
36,515,3,7
36,516,3,2
36,517,3,8
36,519,3,8
36,520,3,8
36,521,3,8
36,522,3,1
36,524,3,1
36,525,3,0
36,527,3,5
36,528,3,7
36,530,3,3
36,533,3,9
36,534,3,5
36,537,3,9
36,539,3,4
36,540,3,8
36,542,3,8
36,543,3,5
36,544,3,4
36,546,3,5
36,547,3,3
37,38,2,6
37,42,2,2
37,43,2,8
37,45,2,8
37,47,2,7
37,49,2,4
37,53,2,3
37,54,2,9
37,56,2,4
37,58,2,7
37,60,2,2
37,62,2,1
37,63,2,1
37,64,2,7
37,66,2,6
37,67,2,1
37,69,2,9
37,70,2,2
37,73,2,8
37,75,2,2
37,76,2,4
37,78,2,2
37,79,2,2
37,83,2,8
37,84,2,5
37,85,2,8
37,87,2,7
37,89,2,6
37,90,2,8
37,91,2,2
37,95,2,9
37,97,2,8
37,99,2,3
37,101,2,8
37,108,2,4
37,109,2,7
37,110,2,4
37,115,2,2
37,116,2,9
37,117,2,5
37,118,2,4
37,119,2,1
37,120,2,8
37,121,2,9
37,122,2,4
37,124,2,2
37,129,2,5
37,130,2,6
37,131,2,5
37,132,2,6
37,135,2,4
37,137,2,1
37,138,2,4
37,140,2,4
37,143,2,0
37,149,2,5
37,150,2,6
37,151,2,0
37,152,2,1
37,153,2,3
37,154,2,2
37,155,2,1
37,156,2,4
37,159,2,2
37,161,2,6
37,164,2,7
37,165,2,8
37,167,2,8
37,168,2,2
37,171,2,8
37,173,2,6
37,176,2,0
37,178,2,8
37,179,2,8
37,185,2,7
37,187,2,7
37,190,2,0
37,191,2,4
37,193,2,5
37,196,2,3
37,199,2,6
37,200,2,6
37,205,2,4
37,206,2,1
37,208,2,0
37,209,2,3
37,215,2,1
37,222,2,0
37,224,2,4
37,225,2,8
37,226,2,8
37,232,2,2
37,233,2,2
37,234,2,8
37,235,2,9
37,236,2,1
37,237,2,7
37,238,2,2
37,241,2,1
37,242,2,2
37,244,2,7
37,248,2,7
37,249,2,8
37,250,2,2
37,251,2,1
37,254,2,3
37,255,2,8
37,256,2,4
37,258,2,4
37,261,2,1
37,263,2,3
37,264,2,7
37,265,2,7
37,268,2,6
37,269,2,7
37,270,2,0
37,271,2,6
37,272,2,4
37,274,2,3
37,277,2,7
37,278,2,9
37,279,2,9
37,280,2,9
37,285,2,3
37,286,2,4
37,287,2,9
37,288,2,4
37,290,2,5
37,294,2,0
37,295,2,4
37,296,2,4
37,297,2,1
37,298,2,5
37,299,2,1
37,300,2,4
37,302,2,3
37,303,2,5
37,306,2,2
37,309,2,3
37,311,2,8
37,312,2,2
37,313,2,3
37,314,2,8
37,315,2,1
37,316,2,2
37,317,2,0
37,320,2,4
37,321,2,7
37,322,2,4
37,323,2,3
37,324,2,1
37,326,2,7
37,328,2,3
37,329,2,5
37,332,2,8
37,333,2,4
37,334,2,9
37,335,2,4
37,336,2,6
37,337,2,9
37,338,2,2
37,340,2,5
37,341,2,2
37,342,2,4
37,343,2,8
37,345,2,4
37,346,2,7
37,349,2,8
37,350,2,7
37,351,2,7
37,353,2,6
37,354,2,3
37,358,2,8
37,360,2,1
37,361,2,4
37,363,2,2
37,364,2,7
37,366,2,3
37,370,2,0
37,371,2,7
37,372,2,0
37,373,2,5
37,376,2,9
37,380,2,4
37,382,2,1
37,383,2,0
37,384,2,4
37,385,2,4
37,387,2,6
37,388,2,5
37,390,2,0
37,392,2,3
37,393,2,9
37,394,2,2
37,395,2,3
37,396,2,9
37,398,2,5
37,400,2,9
37,401,2,2
37,402,2,6
37,403,2,8
37,404,2,8
37,406,2,9
37,407,2,4
37,408,2,3
37,409,2,3
37,411,2,8
37,412,2,0
37,417,2,4
37,420,2,6
37,421,2,2
37,423,2,0
37,425,2,4
37,426,2,5
37,428,2,3
37,430,2,1
37,431,2,7
37,432,2,0
37,433,2,7
37,435,2,6
37,437,2,5
37,438,2,2
37,439,2,6
37,440,2,7
37,443,2,3
37,444,2,2
37,446,2,4
37,448,2,8
37,450,2,7
37,451,2,3
37,453,2,2
37,458,2,4
37,460,2,6
37,465,2,3
37,466,2,4
37,467,2,4
37,469,2,5
37,471,2,8
37,472,2,6
37,473,2,5
37,475,2,1
37,476,2,6
37,477,2,5
37,480,2,6
37,481,2,0
37,485,2,0
37,486,2,2
37,491,2,4
37,493,2,8
37,495,2,9
37,498,2,1
37,499,2,9
37,500,2,1
37,502,2,1
37,503,2,4
37,504,2,9
37,505,2,1
37,508,2,9
37,509,2,8
37,510,2,7
37,511,2,5
37,512,2,5
37,513,2,6
37,514,2,3
37,517,2,8
37,520,2,8
37,523,2,0
37,525,2,0
37,526,2,4
37,527,2,5
37,528,2,7
37,533,2,9
37,534,2,5
37,535,2,9
37,537,2,9
37,541,2,9
37,547,2,3
37,548,2,6
37,549,2,4
38,40,6,0
38,41,6,4
38,43,6,8
38,44,6,8
38,45,6,8
38,46,6,7
38,47,6,7
38,48,6,1
38,49,6,4
38,53,6,3
38,55,6,6
38,57,6,3
38,58,6,7
38,59,6,6
38,62,6,1
38,63,6,1
38,64,6,7
38,68,6,8
38,69,6,9
38,71,6,7
38,72,6,4
38,74,6,3
38,75,6,2
38,76,6,4
38,77,6,8
38,78,6,2
38,79,6,2
38,81,6,4
38,83,6,8
38,87,6,7
38,89,6,6
38,92,6,4
38,97,6,8
38,98,6,0
38,99,6,3
38,100,6,0
38,101,6,8
38,102,6,7
38,103,6,0
38,104,6,1
38,106,6,9
38,112,6,1
38,114,6,0
38,115,6,2
38,116,6,9
38,117,6,5
38,118,6,4
38,119,6,1
38,120,6,8
38,121,6,9
38,124,6,2
38,125,6,5
38,127,6,2
38,129,6,5
38,130,6,6
38,134,6,1
38,135,6,4
38,137,6,1
38,139,6,5
38,141,6,3
38,142,6,6
38,144,6,8
38,145,6,6
38,147,6,0
38,150,6,6
38,151,6,0
38,152,6,1
38,154,6,2
38,156,6,4
38,157,6,0
38,159,6,2
38,160,6,4
38,162,6,3
38,163,6,1
38,164,6,7
38,166,6,6
38,169,6,0
38,170,6,1
38,171,6,8
38,173,6,6
38,175,6,2
38,181,6,8
38,182,6,1
38,183,6,2
38,184,6,1
38,187,6,7
38,188,6,8
38,189,6,0
38,190,6,0
38,193,6,5
38,194,6,5
38,196,6,3
38,197,6,1
38,201,6,0
38,203,6,6
38,204,6,6
38,207,6,4
38,209,6,3
38,211,6,5
38,212,6,6
38,214,6,9
38,216,6,9
38,217,6,9
38,218,6,7
38,219,6,4
38,221,6,7
38,222,6,0
38,223,6,1
38,227,6,8
38,229,6,9
38,230,6,3
38,231,6,3
38,232,6,2
38,234,6,8
38,235,6,9
38,238,6,2
38,241,6,1
38,243,6,4
38,247,6,9
38,250,6,2
38,251,6,1
38,252,6,7
38,258,6,4
38,260,6,1
38,261,6,1
38,262,6,5
38,263,6,3
38,265,6,7
38,268,6,6
38,269,6,7
38,270,6,0
38,273,6,6
38,274,6,3
38,275,6,5
38,277,6,7
38,278,6,9
38,279,6,9
38,280,6,9
38,282,6,8
38,283,6,3
38,284,6,7
38,285,6,3
38,287,6,9
38,288,6,4
38,289,6,6
38,292,6,6
38,293,6,3
38,294,6,0
38,295,6,4
38,296,6,4
38,300,6,4
38,303,6,5
38,304,6,1
38,305,6,3
38,307,6,3
38,309,6,3
38,310,6,1
38,311,6,8
38,312,6,2
38,317,6,0
38,319,6,5
38,320,6,4
38,321,6,7
38,324,6,1
38,325,6,6
38,326,6,7
38,327,6,2
38,328,6,3
38,329,6,5
38,330,6,0
38,332,6,8
38,334,6,9
38,335,6,4
38,336,6,6
38,338,6,2
38,339,6,5
38,340,6,5
38,342,6,4
38,344,6,6
38,345,6,4
38,346,6,7
38,348,6,8
38,349,6,8
38,350,6,7
38,351,6,7
38,352,6,6
38,353,6,6
38,354,6,3
38,355,6,0
38,358,6,8
38,360,6,1
38,361,6,4
38,362,6,3
38,364,6,7
38,365,6,7
38,366,6,3
38,368,6,4
38,369,6,0
38,370,6,0
38,371,6,7
38,374,6,8
38,375,6,4
38,376,6,9
38,379,6,3
38,382,6,1
38,383,6,0
38,385,6,4
38,387,6,6
38,389,6,1
38,390,6,0
38,392,6,3
38,395,6,3
38,396,6,9
38,397,6,8
38,398,6,5
38,400,6,9
38,402,6,6
38,403,6,8
38,404,6,8
38,405,6,9
38,407,6,4
38,410,6,0
38,411,6,8
38,412,6,0
38,413,6,7
38,414,6,8
38,418,6,4
38,419,6,9
38,421,6,2
38,422,6,5
38,423,6,0
38,424,6,2
38,425,6,4
38,426,6,5
38,427,6,2
38,431,6,7
38,432,6,0
38,433,6,7
38,435,6,6
38,436,6,0
38,440,6,7
38,443,6,3
38,444,6,2
38,445,6,1
38,447,6,7
38,448,6,8
38,449,6,2
38,451,6,3
38,453,6,2
38,454,6,0
38,455,6,1
38,459,6,7
38,460,6,6
38,461,6,7
38,462,6,6
38,464,6,0
38,466,6,4
38,467,6,4
38,468,6,3
38,469,6,5
38,470,6,9
38,471,6,8
38,472,6,6
38,475,6,1
38,476,6,6
38,479,6,9
38,481,6,0
38,482,6,5
38,483,6,9
38,490,6,1
38,492,6,4
38,493,6,8
38,497,6,7
38,498,6,1
38,499,6,9
38,500,6,1
38,501,6,9
38,506,6,7
38,507,6,0
38,508,6,9
38,510,6,7
38,512,6,5
38,513,6,6
38,515,6,7
38,516,6,2
38,519,6,8
38,524,6,1
38,525,6,0
38,527,6,5
38,528,6,7
38,529,6,9
38,530,6,3
38,531,6,3
38,536,6,1
38,537,6,9
38,541,6,9
38,545,6,4
38,546,6,5
38,547,6,3
38,548,6,6
39,43,8,8
39,44,8,8
39,47,8,7
39,49,8,4
39,50,8,9
39,51,8,9
39,52,8,7
39,53,8,3
39,59,8,6
39,62,8,1
39,65,8,9
39,66,8,6
39,69,8,9
39,70,8,2
39,71,8,7
39,72,8,4
39,75,8,2
39,76,8,4
39,77,8,8
39,79,8,2
39,81,8,4
39,84,8,5
39,91,8,2
39,93,8,5
39,94,8,9
39,96,8,6
39,99,8,3
39,100,8,0
39,101,8,8
39,103,8,0
39,107,8,8
39,109,8,7
39,115,8,2
39,116,8,9
39,119,8,1
39,120,8,8
39,122,8,4
39,124,8,2
39,126,8,6
39,127,8,2
39,128,8,7
39,129,8,5
39,132,8,6
39,133,8,5
39,134,8,1
39,135,8,4
39,142,8,6
39,145,8,6
39,146,8,5
39,147,8,0
39,149,8,5
39,152,8,1
39,153,8,3
39,154,8,2
39,155,8,1
39,156,8,4
39,158,8,3
39,162,8,3
39,163,8,1
39,164,8,7
39,165,8,8
39,166,8,6
39,167,8,8
39,168,8,2
39,170,8,1
39,174,8,6
39,177,8,0
39,178,8,8
39,180,8,2
39,183,8,2
39,184,8,1
39,186,8,6
39,187,8,7
39,188,8,8
39,190,8,0
39,193,8,5
39,195,8,5
39,196,8,3
39,197,8,1
39,198,8,4
39,201,8,0
39,202,8,9
39,203,8,6
39,206,8,1
39,209,8,3
39,210,8,7
39,212,8,6
39,214,8,9
39,215,8,1
39,216,8,9
39,219,8,4
39,220,8,6
39,222,8,0
39,223,8,1
39,224,8,4
39,225,8,8
39,226,8,8
39,227,8,8
39,233,8,2
39,235,8,9
39,236,8,1
39,237,8,7
39,239,8,8
39,240,8,2
39,241,8,1
39,242,8,2
39,244,8,7
39,247,8,9
39,248,8,7
39,249,8,8
39,250,8,2
39,253,8,9
39,255,8,8
39,258,8,4
39,262,8,5
39,263,8,3
39,264,8,7
39,266,8,7
39,267,8,1
39,268,8,6
39,270,8,0
39,271,8,6
39,272,8,4
39,273,8,6
39,276,8,3
39,278,8,9
39,283,8,3
39,287,8,9
39,288,8,4
39,292,8,6
39,293,8,3
39,295,8,4
39,296,8,4
39,298,8,5
39,299,8,1
39,300,8,4
39,301,8,2
39,302,8,3
39,307,8,3
39,308,8,0
39,309,8,3
39,310,8,1
39,312,8,2
39,314,8,8
39,315,8,1
39,317,8,0
39,318,8,0
39,322,8,4
39,325,8,6
39,333,8,4
39,334,8,9
39,335,8,4
39,337,8,9
39,338,8,2
39,340,8,5
39,341,8,2
39,343,8,8
39,346,8,7
39,347,8,8
39,350,8,7
39,352,8,6
39,355,8,0
39,356,8,5
39,357,8,1
39,358,8,8
39,360,8,1
39,361,8,4
39,365,8,7
39,367,8,5
39,374,8,8
39,376,8,9
39,377,8,1
39,379,8,3
39,381,8,4
39,383,8,0
39,384,8,4
39,385,8,4
39,386,8,0
39,389,8,1
39,395,8,3
39,396,8,9
39,398,8,5
39,399,8,9
39,400,8,9
39,401,8,2
39,402,8,6
39,403,8,8
39,405,8,9
39,406,8,9
39,407,8,4
39,408,8,3
39,409,8,3
39,411,8,8
39,413,8,7
39,414,8,8
39,415,8,9
39,419,8,9
39,420,8,6
39,424,8,2
39,425,8,4
39,426,8,5
39,427,8,2
39,428,8,3
39,429,8,1
39,430,8,1
39,431,8,7
39,433,8,7
39,434,8,0
39,435,8,6
39,436,8,0
39,437,8,5
39,438,8,2
39,439,8,6
39,441,8,1
39,442,8,9
39,443,8,3
39,448,8,8
39,449,8,2
39,458,8,4
39,461,8,7
39,462,8,6
39,463,8,5
39,464,8,0
39,465,8,3
39,467,8,4
39,470,8,9
39,471,8,8
39,472,8,6
39,476,8,6
39,478,8,0
39,482,8,5
39,485,8,0
39,486,8,2
39,487,8,0
39,488,8,5
39,489,8,7
39,490,8,1
39,492,8,4
39,493,8,8
39,495,8,9
39,496,8,2
39,497,8,7
39,501,8,9
39,502,8,1
39,504,8,9
39,505,8,1
39,506,8,7
39,510,8,7
39,511,8,5
39,513,8,6
39,514,8,3
39,518,8,2
39,519,8,8
39,520,8,8
39,521,8,8
39,522,8,1
39,524,8,1
39,526,8,4
39,529,8,9
39,530,8,3
39,531,8,3
39,533,8,9
39,534,8,5
39,535,8,9
39,537,8,9
39,539,8,4
39,540,8,8
39,541,8,9
39,543,8,5
39,544,8,4
39,547,8,3
40,41,0,4
40,43,0,8
40,45,0,8
40,51,0,9
40,52,0,7
40,54,0,9
40,55,0,6
40,56,0,4
40,57,0,3
40,58,0,7
40,59,0,6
40,60,0,2
40,61,0,0
40,62,0,1
40,63,0,1
40,64,0,7
40,66,0,6
40,67,0,1
40,68,0,8
40,71,0,7
40,72,0,4
40,74,0,3
40,75,0,2
40,76,0,4
40,77,0,8
40,79,0,2
40,82,0,5
40,83,0,8
40,88,0,8
40,90,0,8
40,96,0,6
40,100,0,0
40,101,0,8
40,102,0,7
40,106,0,9
40,108,0,4
40,109,0,7
40,111,0,3
40,112,0,1
40,113,0,5
40,115,0,2
40,116,0,9
40,117,0,5
40,118,0,4
40,119,0,1
40,121,0,9
40,122,0,4
40,123,0,8
40,124,0,2
40,125,0,5
40,126,0,6
40,129,0,5
40,131,0,5
40,132,0,6
40,133,0,5
40,134,0,1
40,139,0,5
40,142,0,6
40,143,0,0
40,145,0,6
40,148,0,4
40,149,0,5
40,150,0,6
40,152,0,1
40,153,0,3
40,155,0,1
40,156,0,4
40,157,0,0
40,159,0,2
40,160,0,4
40,162,0,3
40,164,0,7
40,165,0,8
40,166,0,6
40,170,0,1
40,171,0,8
40,174,0,6
40,175,0,2
40,176,0,0
40,177,0,0
40,178,0,8
40,179,0,8
40,183,0,2
40,184,0,1
40,185,0,7
40,189,0,0
40,190,0,0
40,194,0,5
40,195,0,5
40,196,0,3
40,197,0,1
40,198,0,4
40,199,0,6
40,201,0,0
40,204,0,6
40,205,0,4
40,206,0,1
40,207,0,4
40,209,0,3
40,210,0,7
40,212,0,6
40,213,0,9
40,215,0,1
40,216,0,9
40,217,0,9
40,218,0,7
40,219,0,4
40,220,0,6
40,221,0,7
40,224,0,4
40,225,0,8
40,226,0,8
40,227,0,8
40,228,0,4
40,229,0,9
40,230,0,3
40,231,0,3
40,232,0,2
40,233,0,2
40,234,0,8
40,235,0,9
40,236,0,1
40,237,0,7
40,241,0,1
40,242,0,2
40,246,0,1
40,247,0,9
40,249,0,8
40,251,0,1
40,253,0,9
40,255,0,8
40,259,0,9
40,260,0,1
40,261,0,1
40,264,0,7
40,265,0,7
40,267,0,1
40,269,0,7
40,270,0,0
40,271,0,6
40,273,0,6
40,274,0,3
40,275,0,5
40,277,0,7
40,278,0,9
40,280,0,9
40,281,0,7
40,282,0,8
40,285,0,3
40,287,0,9
40,288,0,4
40,289,0,6
40,293,0,3
40,295,0,4
40,298,0,5
40,299,0,1
40,302,0,3
40,307,0,3
40,310,0,1
40,311,0,8
40,312,0,2
40,313,0,3
40,315,0,1
40,319,0,5
40,320,0,4
40,321,0,7
40,323,0,3
40,325,0,6
40,327,0,2
40,329,0,5
40,330,0,0
40,331,0,0
40,332,0,8
40,335,0,4
40,337,0,9
40,339,0,5
40,340,0,5
40,341,0,2
40,344,0,6
40,345,0,4
40,347,0,8
40,348,0,8
40,351,0,7
40,353,0,6
40,354,0,3
40,358,0,8
40,359,0,3
40,361,0,4
40,365,0,7
40,366,0,3
40,367,0,5
40,369,0,0
40,372,0,0
40,373,0,5
40,376,0,9
40,378,0,5
40,380,0,4
40,381,0,4
40,382,0,1
40,384,0,4
40,385,0,4
40,386,0,0
40,388,0,5
40,392,0,3
40,393,0,9
40,395,0,3
40,398,0,5
40,400,0,9
40,401,0,2
40,402,0,6
40,403,0,8
40,406,0,9
40,407,0,4
40,409,0,3
40,410,0,0
40,413,0,7
40,416,0,6
40,418,0,4
40,419,0,9
40,420,0,6
40,422,0,5
40,425,0,4
40,426,0,5
40,427,0,2
40,436,0,0
40,439,0,6
40,442,0,9
40,443,0,3
40,447,0,7
40,450,0,7
40,451,0,3
40,452,0,6
40,453,0,2
40,456,0,8
40,457,0,4
40,461,0,7
40,465,0,3
40,466,0,4
40,468,0,3
40,469,0,5
40,471,0,8
40,472,0,6
40,476,0,6
40,477,0,5
40,479,0,9
40,482,0,5
40,485,0,0
40,486,0,2
40,487,0,0
40,488,0,5
40,489,0,7
40,492,0,4
40,494,0,9
40,495,0,9
40,498,0,1
40,501,0,9
40,502,0,1
40,503,0,4
40,506,0,7
40,509,0,8
40,510,0,7
40,513,0,6
40,515,0,7
40,516,0,2
40,518,0,2
40,523,0,0
40,525,0,0
40,526,0,4
40,529,0,9
40,530,0,3
40,531,0,3
40,533,0,9
40,535,0,9
40,536,0,1
40,537,0,9
40,538,0,7
40,539,0,4
40,543,0,5
40,544,0,4
40,545,0,4
40,548,0,6
41,42,4,2
41,43,4,8
41,44,4,8
41,46,4,7
41,47,4,7
41,48,4,1
41,49,4,4
41,50,4,9
41,51,4,9
41,53,4,3
41,54,4,9
41,55,4,6
41,57,4,3
41,58,4,7
41,59,4,6
41,60,4,2
41,61,4,0
41,64,4,7
41,67,4,1
41,68,4,8
41,69,4,9
41,71,4,7
41,72,4,4
41,75,4,2
41,81,4,4
41,83,4,8
41,84,4,5
41,87,4,7
41,89,4,6
41,90,4,8
41,91,4,2
41,93,4,5
41,94,4,9
41,96,4,6
41,97,4,8
41,101,4,8
41,103,4,0
41,107,4,8
41,108,4,4
41,112,4,1
41,114,4,0
41,115,4,2
41,116,4,9
41,117,4,5
41,118,4,4
41,119,4,1
41,120,4,8
41,121,4,9
41,122,4,4
41,123,4,8
41,125,4,5
41,127,4,2
41,128,4,7
41,131,4,5
41,133,4,5
41,134,4,1
41,135,4,4
41,136,4,5
41,139,4,5
41,141,4,3
41,142,4,6
41,144,4,8
41,147,4,0
41,148,4,4
41,149,4,5
41,153,4,3
41,154,4,2
41,156,4,4
41,157,4,0
41,158,4,3
41,159,4,2
41,160,4,4
41,163,4,1
41,164,4,7
41,165,4,8
41,168,4,2
41,169,4,0
41,170,4,1
41,171,4,8
41,172,4,0
41,174,4,6
41,175,4,2
41,176,4,0
41,177,4,0
41,180,4,2
41,185,4,7
41,187,4,7
41,189,4,0
41,191,4,4
41,193,4,5
41,194,4,5
41,197,4,1
41,198,4,4
41,199,4,6
41,201,4,0
41,203,4,6
41,205,4,4
41,206,4,1
41,211,4,5
41,213,4,9
41,216,4,9
41,217,4,9
41,218,4,7
41,219,4,4
41,220,4,6
41,221,4,7
41,222,4,0
41,223,4,1
41,226,4,8
41,227,4,8
41,228,4,4
41,229,4,9
41,231,4,3
41,232,4,2
41,233,4,2
41,234,4,8
41,238,4,2
41,241,4,1
41,244,4,7
41,249,4,8
41,256,4,4
41,258,4,4
41,259,4,9
41,260,4,1
41,261,4,1
41,264,4,7
41,266,4,7
41,267,4,1
41,268,4,6
41,269,4,7
41,270,4,0
41,271,4,6
41,272,4,4
41,273,4,6
41,275,4,5
41,279,4,9
41,281,4,7
41,282,4,8
41,283,4,3
41,284,4,7
41,285,4,3
41,289,4,6
41,290,4,5
41,293,4,3
41,298,4,5
41,299,4,1
41,301,4,2
41,302,4,3
41,305,4,3
41,306,4,2
41,309,4,3
41,310,4,1
41,313,4,3
41,315,4,1
41,318,4,0
41,319,4,5
41,320,4,4
41,321,4,7
41,322,4,4
41,323,4,3
41,325,4,6
41,327,4,2
41,328,4,3
41,334,4,9
41,335,4,4
41,337,4,9
41,338,4,2
41,339,4,5
41,345,4,4
41,346,4,7
41,347,4,8
41,349,4,8
41,355,4,0
41,356,4,5
41,360,4,1
41,362,4,3
41,364,4,7
41,368,4,4
41,370,4,0
41,371,4,7
41,372,4,0
41,373,4,5
41,374,4,8
41,376,4,9
41,377,4,1
41,378,4,5
41,379,4,3
41,381,4,4
41,382,4,1
41,383,4,0
41,385,4,4
41,386,4,0
41,387,4,6
41,389,4,1
41,391,4,6
41,393,4,9
41,394,4,2
41,395,4,3
41,398,4,5
41,399,4,9
41,400,4,9
41,402,4,6
41,406,4,9
41,407,4,4
41,408,4,3
41,411,4,8
41,415,4,9
41,419,4,9
41,420,4,6
41,421,4,2
41,422,4,5
41,423,4,0
41,424,4,2
41,427,4,2
41,429,4,1
41,431,4,7
41,435,4,6
41,436,4,0
41,439,4,6
41,440,4,7
41,442,4,9
41,448,4,8
41,449,4,2
41,450,4,7
41,453,4,2
41,454,4,0
41,456,4,8
41,459,4,7
41,460,4,6
41,461,4,7
41,462,4,6
41,463,4,5
41,464,4,0
41,465,4,3
41,466,4,4
41,467,4,4
41,470,4,9
41,473,4,5
41,477,4,5
41,478,4,0
41,479,4,9
41,482,4,5
41,484,4,1
41,489,4,7
41,491,4,4
41,492,4,4
41,493,4,8
41,495,4,9
41,498,4,1
41,499,4,9
41,500,4,1
41,501,4,9
41,505,4,1
41,506,4,7
41,511,4,5
41,512,4,5
41,519,4,8
41,521,4,8
41,523,4,0
41,524,4,1
41,525,4,0
41,528,4,7
41,530,4,3
41,534,4,5
41,537,4,9
41,539,4,4
41,542,4,8
41,544,4,4
41,546,4,5
41,547,4,3
41,548,4,6
41,549,4,4
42,43,2,8
42,44,2,8
42,46,2,7
42,49,2,4
42,51,2,9
42,52,2,7
